KIT Research,PETG,Arancio,1,29.90,https://www.amazon.it/dp/B098BGZWR1/
Creality,PLA,Bianco,1,21.99,https://www.amazon.it/dp/B08BCHK37Y/
Giantarm,PLA,Bianco,1,28.99,https://www.amazon.it/dp/B07KGPBH9D/
Giantarm,PLA,Argento,1,31.99,https://www.amazon.it/dp/B07QB7QJ8S/
